Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
Francis Schewetta,M,28.0,180.0,72.0,France,1948,Athletics Men's 400 meters,
George Sylvester Schiller,M,19.0,175.0,66.0,United States,1920,Athletics Men's 400 meters,
Horst-Rdiger Schlske (Pfau-),M,26.0,177.0,65.0,West Germany,1972,Athletics Men's 400 meters,
Reinhold Schmidt,M,25.0,178.0,69.0,Germany,1928,Athletics Men's 400 meters,
Johannes Schmitt,M,21.0,179.0,67.0,Germany,1964,Athletics Men's 400 meters,
Hans Ernst Schneider,M,25.0,,,Switzerland,1952,Athletics Men's 400 meters,
Thomas Schnlebe,M,23.0,185.0,74.0,East Germany,1988,Athletics Men's 400 meters,
Thomas Schnlebe,M,26.0,185.0,74.0,Germany,1992,Athletics Men's 400 meters,
"Hermanus Ricardus Johannes ""Harry"" Schulting",M,24.0,192.0,79.0,Netherlands,1980,Athletics Men's 400 meters,
Ernst Ludwig Emanuel Schultz,M,20.0,,,Denmark,1900,Athletics Men's 400 meters,Bronze
Ingo Schultz,M,29.0,201.0,99.0,Germany,2004,Athletics Men's 400 meters,
Robert Schurrer,M,22.0,,,France,1912,Athletics Men's 400 meters,
Rolf Schnheyder,M,23.0,,,Norway,1936,Athletics Men's 400 meters,
"Louis Joseph ""Lou"" Sebert",M,21.0,180.0,,Canada,1908,Athletics Men's 400 meters,
Cyril Norman Seedhouse,M,20.0,,,Great Britain,1912,Athletics Men's 400 meters,
"Marcus ""Mark"" Senior",M,20.0,170.0,67.0,Jamaica,1984,Athletics Men's 400 meters,
Matija estak,M,27.0,193.0,82.0,Slovenia,2000,Athletics Men's 400 meters,
Matija estak,M,31.0,193.0,82.0,Slovenia,2004,Athletics Men's 400 meters,
Yaya Seyba,M,,,,Mali,1988,Athletics Men's 400 meters,
Ahmed Shageef,M,17.0,166.0,65.0,Maldives,1988,Athletics Men's 400 meters,
Frank Joseph Shea,M,26.0,181.0,73.0,United States,1920,Athletics Men's 400 meters,
"Melvin Winfield ""Mel"" Sheppard",M,28.0,177.0,67.0,United States,1912,Athletics Men's 400 meters,
Dennis Victor Shore,M,21.0,189.0,80.0,South Africa,1936,Athletics Men's 400 meters,
Dennis Victor Shore,M,33.0,189.0,80.0,South Africa,1948,Athletics Men's 400 meters,
Dimitrios Siantis,M,,,,Greece,1906,Athletics Men's 400 meters,
Karabo Sibanda,M,18.0,185.0,70.0,Botswana,2016,Athletics Men's 400 meters,
Antonio Siddi,M,29.0,177.0,73.0,Italy,1952,Athletics Men's 400 meters,
Oddur Sigursson,M,21.0,181.0,70.0,Iceland,1980,Athletics Men's 400 meters,
Oddur Sigursson,M,25.0,181.0,70.0,Iceland,1984,Athletics Men's 400 meters,
Reynir Sigursson,M,20.0,,,Iceland,1948,Athletics Men's 400 meters,
Foday Sillah,M,18.0,175.0,62.0,Sierra Leone,1992,Athletics Men's 400 meters,
Vasilios Sillis,M,23.0,181.0,73.0,Greece,1952,Athletics Men's 400 meters,
Vasilios Sillis,M,31.0,181.0,73.0,Greece,1960,Athletics Men's 400 meters,
Andrs Byron Silva Lemos,M,18.0,178.0,78.0,Uruguay,2004,Athletics Men's 400 meters,
Andrs Byron Silva Lemos,M,22.0,178.0,78.0,Uruguay,2008,Athletics Men's 400 meters,
Fernando da Cuha Silva,M,20.0,176.0,75.0,Portugal,1972,Athletics Men's 400 meters,
Odiya Silweya,M,29.0,172.0,70.0,Malawi,1988,Athletics Men's 400 meters,
Christian Simmen,M,,,,Switzerland,1924,Athletics Men's 400 meters,
George Simon,M,25.0,180.0,75.0,Trinidad and Tobago,1968,Athletics Men's 400 meters,
Agide Simonazzi,M,24.0,,,Italy,1920,Athletics Men's 400 meters,
Brandon Allan Simpson,M,22.0,185.0,79.0,Jamaica,2004,Athletics Men's 400 meters,
Vanxay Sinebandith,M,23.0,170.0,60.0,Laos,1992,Athletics Men's 400 meters,
Milkha Singh,M,21.0,172.0,66.0,India,1956,Athletics Men's 400 meters,
Milkha Singh,M,24.0,172.0,66.0,India,1960,Athletics Men's 400 meters,
Paramjit Singh,M,29.0,187.0,73.0,India,2000,Athletics Men's 400 meters,
Erwin Richard Skamrahl,M,26.0,178.0,67.0,West Germany,1984,Athletics Men's 400 meters,
Pierre Skawinski,M,23.0,185.0,76.0,France,1936,Athletics Men's 400 meters,
Anton Skerritt,M,20.0,185.0,74.0,Trinidad and Tobago,1984,Athletics Men's 400 meters,
Anton Skerritt,M,24.0,185.0,74.0,Canada,1988,Athletics Men's 400 meters,
Edwin Joseph Skinner,M,23.0,180.0,76.0,Trinidad and Tobago,1964,Athletics Men's 400 meters,
Henry Berry Slack,M,23.0,,,United States,1900,Athletics Men's 400 meters,
Laird de Lacey Sloan,M,21.0,,,Canada,1956,Athletics Men's 400 meters,
Robert Harold Smallwood,M,21.0,186.0,79.0,United States,1936,Athletics Men's 400 meters,
John Walton Smith,M,22.0,188.0,83.0,United States,1972,Athletics Men's 400 meters,
Emil Snider,M,20.0,185.0,73.0,United States,1928,Athletics Men's 400 meters,
"Michael ""Mike"" Solomon",M,21.0,171.0,60.0,Trinidad and Tobago,1976,Athletics Men's 400 meters,
"Michael ""Mike"" Solomon",M,25.0,171.0,60.0,Trinidad and Tobago,1980,Athletics Men's 400 meters,
Steven Solomon,M,19.0,186.0,73.0,Australia,2012,Athletics Men's 400 meters,
Egon Solymossy,M,30.0,,,Hungary,1952,Athletics Men's 400 meters,
Pablo Somblingo,M,,,,Philippines,1956,Athletics Men's 400 meters,
Son Ju-Il,M,26.0,175.0,69.0,South Korea,1996,Athletics Men's 400 meters,
James Tindal Soutter,M,27.0,,,Great Britain,1912,Athletics Men's 400 meters,
Javier Souza Daz,M,22.0,,,Mexico,1952,Athletics Men's 400 meters,
"Frederick Oliver Newgent ""Fred"" Sowerby",M,27.0,180.0,74.0,Antigua and Barbuda,1976,Athletics Men's 400 meters,
Zoltn Speidl,M,20.0,,,Hungary,1900,Athletics Men's 400 meters,
"Malcolm Emanuel Augustus ""Mal"" Spence",M,20.0,177.0,71.0,Jamaica,1956,Athletics Men's 400 meters,
"Malcolm Emanuel Augustus ""Mal"" Spence",M,24.0,177.0,71.0,West Indies Federation,1960,Athletics Men's 400 meters,
Malcolm Clive Spence,M,19.0,187.0,76.0,South Africa,1956,Athletics Men's 400 meters,
Malcolm Clive Spence,M,22.0,187.0,76.0,South Africa,1960,Athletics Men's 400 meters,Bronze
"Melville Emanuel Alfonso ""Mel"" Spence",M,20.0,177.0,71.0,Jamaica,1956,Athletics Men's 400 meters,
Caspar Springer,M,35.0,,,Barbados,1972,Athletics Men's 400 meters,
Ali St. Louis,M,25.0,175.0,71.0,Trinidad and Tobago,1984,Athletics Men's 400 meters,
Augusto Jos Stanley Netepczuk,M,24.0,189.0,80.0,Paraguay,2012,Athletics Men's 400 meters,
Ian Stapleton,M,20.0,183.0,68.0,Jamaica,1980,Athletics Men's 400 meters,
Vasilios Stavrinos,M,21.0,,,Greece,1928,Athletics Men's 400 meters,
Andrew Steele,M,23.0,182.0,78.0,Great Britain,2008,Athletics Men's 400 meters,
Bjarni Stefnsson,M,21.0,180.0,70.0,Iceland,1972,Athletics Men's 400 meters,
Bjarni Stefnsson,M,25.0,180.0,70.0,Iceland,1976,Athletics Men's 400 meters,
"Josef ""Sepp"" Steger",M,27.0,,,Switzerland,1952,Athletics Men's 400 meters,
Knut Stenborg,M,22.0,,,Sweden,1912,Athletics Men's 400 meters,
Andrzej Stpie,M,27.0,180.0,76.0,Poland,1980,Athletics Men's 400 meters,
Jeremas Stokes Brown,M,19.0,,,Guatemala,1952,Athletics Men's 400 meters,
Nelson Stone,M,28.0,179.0,75.0,Papua New Guinea,2012,Athletics Men's 400 meters,
"Robert Alan ""Rob"" Stone",M,23.0,176.0,71.0,Australia,1988,Athletics Men's 400 meters,
Crew Hadlett Stoneley,M,21.0,163.0,51.0,Great Britain,1932,Athletics Men's 400 meters,
"Werner ""Harry"" Storz",M,24.0,175.0,68.0,Germany,1928,Athletics Men's 400 meters,
Brje Johannes Strandvall,M,23.0,175.0,66.0,Finland,1932,Athletics Men's 400 meters,
Brje Johannes Strandvall,M,27.0,175.0,66.0,Finland,1936,Athletics Men's 400 meters,
Stylianos Stratakos,M,33.0,,,Greece,1948,Athletics Men's 400 meters,
Seibert Straughn,M,20.0,193.0,77.0,Barbados,1988,Athletics Men's 400 meters,
Seibert Straughn,M,24.0,193.0,77.0,Barbados,1992,Athletics Men's 400 meters,
Sven Emil Strmberg,M,25.0,176.0,73.0,Sweden,1936,Athletics Men's 400 meters,
Charles Syme Stuart,M,21.0,,,Australia,1928,Athletics Men's 400 meters,
Jaakko Johannes Suikkari,M,26.0,180.0,78.0,Finland,1952,Athletics Men's 400 meters,
Eric Gustav Sundblad,M,22.0,,,Sweden,1920,Athletics Men's 400 meters,
Tauno Johannes Suvanto,M,23.0,182.0,73.0,Finland,1948,Athletics Men's 400 meters,
Sompop Svadanandana,M,19.0,,,Thailand,1952,Athletics Men's 400 meters,
Artur Hjalmar Slve Svensson,M,23.0,,,Sweden,1924,Athletics Men's 400 meters,
Hryhoriy Sverbetov,M,25.0,183.0,76.0,Soviet Union,1964,Athletics Men's 400 meters,
Renelda Swan,M,18.0,178.0,70.0,Bermuda,1976,Athletics Men's 400 meters,
Stanisaw Swatowski,M,26.0,175.0,72.0,Poland,1960,Athletics Men's 400 meters,
Stanisaw Swatowski,M,30.0,175.0,72.0,Poland,1964,Athletics Men's 400 meters,
Stanisaw Dominik witochowski,M,24.0,,,Poland,1924,Athletics Men's 400 meters,
"Rudieon ""Rudy"" Sylvan",M,21.0,175.0,73.0,Grenada,2000,Athletics Men's 400 meters,
Jen Szalay,M,23.0,,,Hungary,1928,Athletics Men's 400 meters,
Zsolt Szeglet,M,23.0,180.0,76.0,Hungary,2000,Athletics Men's 400 meters,
Zsolt Szeglet,M,27.0,180.0,76.0,Hungary,2004,Athletics Men's 400 meters,
Ervin Szerelemhegyi,M,21.0,,,Hungary,1912,Athletics Men's 400 meters,
Kenji Tabata,M,25.0,176.0,66.0,Japan,2000,Athletics Men's 400 meters,
Mulugetta Tadesse,M,26.0,176.0,64.0,Ethiopia,1972,Athletics Men's 400 meters,
Susumu Takano,M,23.0,178.0,70.0,Japan,1984,Athletics Men's 400 meters,
Susumu Takano,M,27.0,178.0,70.0,Japan,1988,Athletics Men's 400 meters,
Susumu Takano,M,31.0,178.0,70.0,Japan,1992,Athletics Men's 400 meters,
Olavi Anselmi Talja,M,23.0,182.0,73.0,Finland,1948,Athletics Men's 400 meters,
Lapule Tamean,M,21.0,172.0,67.0,Papua New Guinea,1984,Athletics Men's 400 meters,
Bralon Shazam Taplin,M,24.0,180.0,75.0,Grenada,2016,Athletics Men's 400 meters,
Giuseppe Tarella,M,24.0,,,Italy,1908,Athletics Men's 400 meters,
"L. ""Leonard"" Tay",M,23.0,,,China,1936,Athletics Men's 400 meters,
"John Baxter Taylor, Jr.",M,25.0,181.0,74.0,United States,1908,Athletics Men's 400 meters,
John Coard Taylor,M,23.0,180.0,73.0,United States,1924,Athletics Men's 400 meters,
Ernest Tch-Noubossie,M,32.0,185.0,80.0,Cameroon,1988,Athletics Men's 400 meters,
"Eduardo Antonio ""Eddy"" Tllez Valerino",M,24.0,180.0,70.0,Cuba,1968,Athletics Men's 400 meters,
Edilson Rocha Tenrio,M,25.0,196.0,77.0,Brazil,1992,Athletics Men's 400 meters,
Jorge Tern Hernndez,M,25.0,178.0,74.0,Mexico,1960,Athletics Men's 400 meters,
Baboloki Thebe,M,19.0,,64.0,Botswana,2016,Athletics Men's 400 meters,
Thet Zaw Win,M,21.0,162.0,55.0,Myanmar,2012,Athletics Men's 400 meters,
Robosingho Arachchilage Don Sugath Thilakaratne,M,22.0,170.0,60.0,Sri Lanka,1996,Athletics Men's 400 meters,
Robosingho Arachchilage Don Sugath Thilakaratne,M,27.0,170.0,60.0,Sri Lanka,2000,Athletics Men's 400 meters,
Daniel M. Thomas,M,27.0,178.0,64.0,Tanzania,1964,Athletics Men's 400 meters,
Iwan Gwyn Thomas,M,22.0,186.0,85.0,Great Britain,1996,Athletics Men's 400 meters,
Somsak Thonf Ar-Ram,M,22.0,162.0,61.0,Thailand,1956,Athletics Men's 400 meters,
Somsak Thongsuk,M,25.0,168.0,64.0,Thailand,1964,Athletics Men's 400 meters,
Errol Thurton,M,,,,Belize,1976,Athletics Men's 400 meters,
Gabriel J. Tiacoh,M,20.0,180.0,75.0,Cote d'Ivoire,1984,Athletics Men's 400 meters,Silver
Gabriel J. Tiacoh,M,25.0,180.0,75.0,Cote d'Ivoire,1988,Athletics Men's 400 meters,
"Joseph Paul ""Joe"" Tierney",M,25.0,178.0,61.0,United States,1928,Athletics Men's 400 meters,
"Charles Terence ""Terry"" Tobacco",M,20.0,188.0,63.0,Canada,1956,Athletics Men's 400 meters,
"Charles Terence ""Terry"" Tobacco",M,24.0,188.0,63.0,Canada,1960,Athletics Men's 400 meters,
Horia Toboc,M,25.0,184.0,71.0,Romania,1980,Athletics Men's 400 meters,
Willis Todman,M,22.0,167.0,66.0,British Virgin Islands,1988,Athletics Men's 400 meters,
Juan Pedro Toledo Domnguez,M,22.0,187.0,85.0,Mexico,2000,Athletics Men's 400 meters,
Yoshiharu Tomonaga,M,22.0,178.0,70.0,Japan,1972,Athletics Men's 400 meters,
Edward James Toms,M,24.0,,,Great Britain,1924,Athletics Men's 400 meters,
Giovanni Tosi,M,,,,Italy,1920,Athletics Men's 400 meters,
Roberto Tozzi,M,21.0,180.0,72.0,Italy,1980,Athletics Men's 400 meters,
Rgis Tranquille,M,25.0,182.0,74.0,Seychelles,1980,Athletics Men's 400 meters,
Pavel Aleksandrovich Trenikhin,M,26.0,180.0,70.0,Russia,2012,Athletics Men's 400 meters,
Max Trepp,M,24.0,,,Switzerland,1948,Athletics Men's 400 meters,
Otto-Paul Trieloff,M,22.0,,,Germany,1908,Athletics Men's 400 meters,
Josef Trousil,M,25.0,182.0,70.0,Czechoslovakia,1960,Athletics Men's 400 meters,
Josef Trousil,M,29.0,182.0,70.0,Czechoslovakia,1964,Athletics Men's 400 meters,
Takale Tuna,M,23.0,184.0,75.0,Papua New Guinea,1988,Athletics Men's 400 meters,
Dele Ndubuisi Udo,M,23.0,187.0,78.0,Nigeria,1980,Athletics Men's 400 meters,
Pongummart Ummarttayakul,M,18.0,,,Thailand,1952,Athletics Men's 400 meters,
George Bernard Underwood,M,19.0,176.0,74.0,United States,1904,Athletics Men's 400 meters,
Carlton Usher,M,19.0,168.0,68.0,Belize,1988,Athletics Men's 400 meters,
Sunday Uti,M,21.0,175.0,68.0,Nigeria,1984,Athletics Men's 400 meters,
Sunday Uti,M,25.0,175.0,68.0,Nigeria,1988,Athletics Men's 400 meters,
Antoine Uytterhoeven,M,22.0,,,Belgium,1952,Athletics Men's 400 meters,
Marco Vaccari,M,26.0,180.0,69.0,Italy,1992,Athletics Men's 400 meters,
Jzsef Vadas,M,24.0,175.0,62.0,Hungary,1936,Athletics Men's 400 meters,
Bjrn Vade,M,26.0,,,Norway,1948,Athletics Men's 400 meters,
Howard Van Nostrand Valentine,M,22.0,,,United States,1904,Athletics Men's 400 meters,
Howard Van Nostrand Valentine,M,24.0,,,United States,1906,Athletics Men's 400 meters,
Brandon Valentine-Parris,M,21.0,173.0,55.0,Saint Vincent and the Grenadines,2016,Athletics Men's 400 meters,
Louis Alberts van Biljon,M,24.0,,,South Africa,1952,Athletics Men's 400 meters,
Cdric Marie Carlos Thrse Van Branteghem,M,25.0,176.0,73.0,Belgium,2004,Athletics Men's 400 meters,
Cdric Marie Carlos Thrse Van Branteghem,M,29.0,176.0,73.0,Belgium,2008,Athletics Men's 400 meters,
"Marinus ""Rinus"" van den Berge",M,28.0,171.0,65.0,Netherlands,1928,Athletics Men's 400 meters,
"Hendrik Jacob ""Henk"" van der Wal",M,21.0,,,Netherlands,1908,Athletics Men's 400 meters,
Wayde van Niekerk,M,24.0,183.0,70.0,South Africa,2016,Athletics Men's 400 meters,Gold
Zdenk Va,M,21.0,170.0,64.0,Czechoslovakia,1960,Athletics Men's 400 meters,
Peter Francis Vassella,M,23.0,175.0,69.0,Australia,1964,Athletics Men's 400 meters,
Daniel Roger Vlasquez,M,28.0,175.0,70.0,France,1972,Athletics Men's 400 meters,
Niko Verakauta,M,21.0,186.0,74.0,Fiji,2008,Athletics Men's 400 meters,
David Verburg,M,25.0,173.0,70.0,United States,2016,Athletics Men's 400 meters,
Jean Karel Verhaert,M,28.0,,,Belgium,1936,Athletics Men's 400 meters,
Adj Adjeoda Vignon,M,,180.0,80.0,Togo,1984,Athletics Men's 400 meters,
Vctor Manuel Villaseor Martnez de Arredondo,M,24.0,178.0,,Mexico,1928,Athletics Men's 400 meters,
Casey Garnett Vincent,M,21.0,183.0,78.0,Australia,2000,Athletics Men's 400 meters,
Casey Garnett Vincent,M,25.0,183.0,78.0,Australia,2004,Athletics Men's 400 meters,
Johann Baptist Theodor von Gudenus,M,28.0,183.0,,Austria,1936,Athletics Men's 400 meters,
Ernst von Gunten,M,30.0,,,Switzerland,1952,Athletics Men's 400 meters,
Johan Bertil Karl von Wachenfeldt,M,27.0,188.0,76.0,Sweden,1936,Athletics Men's 400 meters,
Jaroslav Vykoupil,M,20.0,176.0,67.0,Czechoslovakia,1928,Athletics Men's 400 meters,
Ibrahima Wade,M,32.0,193.0,82.0,France,2000,Athletics Men's 400 meters,
Anthony Wayne Wallace,M,23.0,191.0,82.0,Jamaica,1992,Athletics Men's 400 meters,
Frank Laird Waller,M,20.0,176.0,71.0,United States,1904,Athletics Men's 400 meters,Silver
Julian Jrummi Walsh,M,19.0,175.0,75.0,Japan,2016,Athletics Men's 400 meters,
"William John ""Willie"" Walters",M,24.0,186.0,73.0,South Africa,1932,Athletics Men's 400 meters,
Kamau George Wanyoke,M,,,,Kenya,1956,Athletics Men's 400 meters,
Jeremy Matthew Wariner,M,20.0,188.0,71.0,United States,2004,Athletics Men's 400 meters,Gold
Jeremy Matthew Wariner,M,24.0,188.0,71.0,United States,2008,Athletics Men's 400 meters,Silver
Takahiro Watanabe,M,22.0,185.0,75.0,Japan,1992,Athletics Men's 400 meters,
Elieser Wattebosi,M,24.0,167.0,58.0,Indonesia,1988,Athletics Men's 400 meters,
Quincy Dushawn Watts,M,22.0,190.0,88.0,United States,1992,Athletics Men's 400 meters,Gold
Ren Weber,M,27.0,178.0,74.0,Switzerland,1960,Athletics Men's 400 meters,
"James Edward ""Jim"" Wedderburn",M,22.0,178.0,73.0,West Indies Federation,1960,Athletics Men's 400 meters,
Saul Weigopwa,M,18.0,175.0,71.0,Nigeria,2004,Athletics Men's 400 meters,
Saul Weigopwa,M,22.0,175.0,71.0,Nigeria,2008,Athletics Men's 400 meters,
Zygmunt Eugeniusz Weiss,M,25.0,180.0,78.0,Poland,1928,Athletics Men's 400 meters,
Carl Gustaf Olof Wejnarth,M,22.0,,,Sweden,1924,Athletics Men's 400 meters,
Joseph Algernon Wells,M,26.0,,,Great Britain,1912,Athletics Men's 400 meters,
Johann Heinrich Wenseler,M,21.0,,,Germany,1912,Athletics Men's 400 meters,
Jan Werner,M,22.0,191.0,86.0,Poland,1968,Athletics Men's 400 meters,
Jan Werner,M,26.0,191.0,86.0,Poland,1972,Athletics Men's 400 meters,
Jan Werner,M,29.0,191.0,86.0,Poland,1976,Athletics Men's 400 meters,
"Michael Keith Valentine ""Mike"" Wheeler",M,21.0,187.0,76.0,Great Britain,1956,Athletics Men's 400 meters,
"Malvin Groston ""Mal"" Whitfield",M,23.0,185.0,76.0,United States,1948,Athletics Men's 400 meters,Bronze
"Malvin Groston ""Mal"" Whitfield",M,27.0,185.0,76.0,United States,1952,Athletics Men's 400 meters,
Brian Whittle,M,24.0,190.0,77.0,Great Britain,1988,Athletics Men's 400 meters,
Frigyes (Friedrich) Wiesner-Mezei,M,24.0,,,Hungary,1912,Athletics Men's 400 meters,
"Erik Wilhelm ""Erkka"" Wiln",M,21.0,180.0,73.0,Finland,1920,Athletics Men's 400 meters,
"Erik Wilhelm ""Erkka"" Wiln",M,25.0,180.0,73.0,Finland,1924,Athletics Men's 400 meters,
"Archibald Franklin ""Archie"" Williams",M,21.0,183.0,80.0,United States,1936,Athletics Men's 400 meters,Gold
Conrad Williams,M,30.0,182.0,75.0,Great Britain,2012,Athletics Men's 400 meters,
Michael Williams,M,17.0,,,Saint Vincent and the Grenadines,1988,Athletics Men's 400 meters,
Siraj Williams,M,24.0,178.0,,Liberia,2008,Athletics Men's 400 meters,
Ulis C. Williams,M,22.0,185.0,75.0,United States,1964,Athletics Men's 400 meters,
"Alexander Sheldon ""Alex"" Wilson",M,20.0,178.0,66.0,Canada,1928,Athletics Men's 400 meters,
"Alexander Sheldon ""Alex"" Wilson",M,24.0,178.0,66.0,Canada,1932,Athletics Men's 400 meters,Bronze
Eric Colquhoun Wilson,M,23.0,183.0,73.0,United States,1924,Athletics Men's 400 meters,
Wickramesinghe Wimaladasa,M,28.0,177.0,62.0,Sri Lanka,1972,Athletics Men's 400 meters,
Martin John Winbolt-Lewis,M,21.0,185.0,73.0,Great Britain,1968,Athletics Men's 400 meters,
Arthur Stanley Wint,M,28.0,194.0,77.0,Jamaica,1948,Athletics Men's 400 meters,Gold
Arthur Stanley Wint,M,32.0,194.0,77.0,Jamaica,1952,Athletics Men's 400 meters,
Johan Lukas Wissman,M,25.0,167.0,75.0,Sweden,2008,Athletics Men's 400 meters,
Lars-Erik Ragnar Wolfbrandt,M,23.0,178.0,70.0,Sweden,1952,Athletics Men's 400 meters,
Hedges Eyre Worthington-Eyre,M,20.0,,,Great Britain,1920,Athletics Men's 400 meters,
John Derek Wrighton,M,27.0,189.0,80.0,Great Britain,1960,Athletics Men's 400 meters,
Sean Wroe,M,23.0,185.0,75.0,Australia,2008,Athletics Men's 400 meters,
Desai Wynter,M,22.0,181.0,79.0,United States Virgin Islands,1988,Athletics Men's 400 meters,
Desai Wynter,M,26.0,181.0,79.0,United States Virgin Islands,1992,Athletics Men's 400 meters,
Mohammad Anas Yahiya,M,21.0,177.0,69.0,India,2016,Athletics Men's 400 meters,
Yuki Yamaguchi,M,20.0,174.0,63.0,Japan,2004,Athletics Men's 400 meters,
Takahiko Yamamura,M,21.0,176.0,68.0,Japan,2000,Athletics Men's 400 meters,
Harold Malcolm Yardley,M,19.0,170.0,65.0,Great Britain,1960,Athletics Men's 400 meters,
Samuela Yavala,M,25.0,173.0,69.0,Fiji,1972,Athletics Men's 400 meters,
"John Lloyd ""Jack"" Yerman",M,21.0,183.0,81.0,United States,1960,Athletics Men's 400 meters,
Benjamin Youla,M,24.0,,,Congo (Brazzaville),2000,Athletics Men's 400 meters,
Donnell Brooks Young,M,24.0,183.0,71.0,United States,1912,Athletics Men's 400 meters,
Earl Verdelle Young,M,19.0,190.0,79.0,United States,1960,Athletics Men's 400 meters,
George William Young,M,,,,Great Britain,1908,Athletics Men's 400 meters,
Rabah Yousif,M,25.0,184.0,71.0,Sudan,2012,Athletics Men's 400 meters,
Aouf Abdul Rahman Youssef,M,27.0,,,Iraq,1988,Athletics Men's 400 meters,
Yun Nam-Han,M,19.0,180.0,74.0,South Korea,1988,Athletics Men's 400 meters,
Sergey Aleksandrovich Zaykov,M,24.0,190.0,76.0,Kazakhstan,2012,Athletics Men's 400 meters,
Aurang Zeb,M,29.0,,,Pakistan,1952,Athletics Men's 400 meters,
Michael Zerbes,M,24.0,195.0,81.0,East Germany,1968,Athletics Men's 400 meters,
Paul Gustav Zerling,M,22.0,,,Sweden,1912,Athletics Men's 400 meters,
Zoltn Zsitva (Zawrzel-),M,30.0,,,Hungary,1936,Athletics Men's 400 meters,
Feliks Grzegorz uber,M,22.0,167.0,60.0,Poland,1928,Athletics Men's 400 meters,
Mauro Carlo Zuliani,M,20.0,175.0,62.0,Italy,1980,Athletics Men's 400 meters,
Lloyd Zvasiya,M,23.0,190.0,80.0,Zimbabwe,2004,Athletics Men's 400 meters,
